,file,sentence,word_labels
6,101016jmatlet201301055,Ltd .,"I,I"
7,101016jmatlet201301055,and were used as received without further purification .,"O,O,B,O,O,O,O,O,O"
8,101016jmatlet201301055,"The GZO nanoparticles were prepared by the hydrothermal method and the molar ratio of Ga:Zn varied from 0:100 , 1:100 to 3:100 .","O,B,B,O,B,O,O,B,I,O,O,B,I,O,B,B,O,O,O,O,O,O,O"
9,101016jmatlet201301055,"In a typical experiment , 7 .","O,O,O,O,O,O,O"
10,101016jmatlet201301055,44 g Zn ( NO3 ) 2*6 H2O and proper amount of Ga ( NO3 ) 3*9H2O were dissolved in 30 ml de-ionized water and stirring to complete dissolution .,"O,B,B,I,I,I,I,I,O,B,I,O,B,I,I,I,I,O,B,O,O,B,B,B,O,B,O,O,O,O"
11,101016jmatlet201301055,"Subsequently , 30 ml of sodium hydroxide (4 .","O,O,O,B,O,B,I,O,O"
12,101016jmatlet201301055,0 mol L-1 ) aqueous solution was slowly dripped into the former mixture to obtain precursor .,"O,B,I,O,B,I,O,O,B,O,O,O,B,O,O,B,O"
13,101016jmatlet201301055,"After 30 min of stirring , the precursor was transferred into a 100 ml Teflon autoclave , then the autoclave was heated at 160 degC for 3 h .","O,O,O,O,B,O,O,B,O,B,O,O,O,B,B,B,O,O,O,B,O,B,O,O,O,O,O,O,O"
14,101016jmatlet201301055,"After the reaction finished , the precipitate was separated and washed with de-ionized water and absolute ethanol several times to remove the ions possibly remaining in the final products .","O,O,O,B,O,O,B,O,B,O,B,O,B,B,O,B,B,O,O,O,O,O,B,O,O,O,O,O,B,O"
15,101016jmatlet201301055,"Finally , the resulting products were dried in oven at 75 degC for 15 h .","O,O,O,O,B,O,B,O,B,O,O,O,O,O,O,O"
0,101016jpolymer201604016,10 .,"O,O"
1,101016jpolymer201604016,1016/j .,"O,O"
2,101016jpolymer201604016,polymer .,"O,O"
3,101016jpolymer201604016,2016 .,"O,O"
4,101016jpolymer201604016,04 .,"O,O"
5,101016jpolymer201604016,"016 Synthesis and gas permeability of highly elastic poly ( dimethylsiloxane ) /graphene oxide composite elastomers using telechelic polymers First , a known amount of telechelic PDMS (for 1 wt % GO composites , 990 mg ) was dissolved in THF (6 ml ) while stirring to ensure complete dissolution of the polymers .","O,O,O,B,I,O,B,I,B,I,I,I,I,I,B,I,O,O,O,O,O,O,B,I,O,B,B,O,O,B,I,B,B,O,O,B,O,O,B,O,B,O,B,O,O,B,O,O,B,B,O,O,B,O"
6,101016jpolymer201604016,"Then , dried GO (10 mg ) was suspended in the solution with vigorous stirring , and a homogeneous dispersion of GO in this solution was promoted by sonication using a 400 W probe sonicator (Branson Digital Sonifier 450 ) with 10% amplitude for 10 min (24 kJ ) in an ice bath .","O,O,B,B,O,B,O,O,B,O,O,B,O,B,B,O,O,O,B,B,O,B,O,O,B,O,O,O,B,O,O,O,B,B,I,B,I,I,I,O,O,B,B,O,O,O,O,O,O,O,O,B,B,O"
7,101016jpolymer201604016,"It is noteworthy to point out that , although THF is not a good solvent for GOs , amine terminated telechelic PDMS can effectively act as a surfactant to assist in dispersing GOs homogeneously in THF through hydrogen bonding between amine ends and oxygen containing groups on GO surfaces .","O,O,O,O,O,O,O,O,O,B,O,O,O,O,B,O,B,O,B,I,I,I,O,O,O,O,O,B,O,O,O,B,B,B,O,B,O,B,O,O,B,O,O,B,O,O,O,B,O,O"
8,101016jpolymer201604016,A good dispersion after sonication was confirmed by examining the residual liquid film in the vial while rolling the vial containing the solution and after pouring the majority of the solution into a PTFE dish for solution casting .,"O,O,B,O,B,O,O,O,B,O,B,B,B,O,O,B,O,B,O,B,O,O,B,O,O,B,O,O,O,O,B,O,O,B,B,O,B,I,O"
9,101016jpolymer201604016,"In either case , the liquid film in the vial was essentially transparent (although brownish-black from the GO content ) for all solution concentrations and no aggregates could be identified with the naked eye .","O,O,O,O,O,B,B,O,O,B,O,O,B,O,B,O,O,B,O,O,O,O,B,O,O,O,B,O,O,B,O,O,O,O,O"
10,101016jpolymer201604016,This solution was immediately poured into a Teflon dish and covered in order to slowly evaporate the solvent thereby solution casting a film at room temperature .,"O,B,O,B,B,O,O,B,B,O,B,O,O,O,B,B,O,B,O,B,I,O,B,O,B,I,O"
11,101016jpolymer201604016,Solvent was evaporated for at least 2 days and then the sample was vacuum dried at room temperature for an additional day to make a homogenous PDMS/GO uncrosslinked liquid sol .,"B,O,B,O,O,O,O,O,O,O,O,B,O,B,B,O,B,I,O,O,O,O,O,B,O,B,B,B,B,I,O"
12,101016jpolymer201604016,"In order to form a crosslinked elastomer , the sol precursor was heated to 160 degC in a vacuum oven for 24 h and cooled slowly to room temperature before use .","O,O,O,B,O,B,B,O,O,B,B,O,B,O,O,O,O,O,B,B,O,O,O,O,B,B,O,B,I,O,O,O"
0,101038srep36857,10 .,"O,O"
1,101038srep36857,1038/srep36857 Osteogenic and bactericidal surfaces from hydrothermal titania nanowires on titanium substrates The Ti disk samples were prepared from a 0 .,"O,O,O,O,O,O,B,B,B,O,B,B,O,B,B,B,O,B,O,O,O,O"
2,101038srep36857,"9 mm thick ASTM grade 1 Ti sheet (Ti metals Ltd , UK ) .","O,B,O,B,I,I,B,B,B,I,I,I,I,O,O"
3,101038srep36857,They were polished to a mirror image and ultrasonically cleaned in water and ethanol .,"B,O,B,O,O,O,O,O,B,B,O,B,O,B,O"
4,101038srep36857,"Nanowires were created by immersing the Ti disks in 1 M NaOH in a PTFE lined steel vessel (Acid Digestion vessel 4748 , Parr Instrument Company , USA ) , at a temperature of 240 degC for 2 , 2 .","B,O,B,O,B,O,B,B,O,O,B,B,O,O,B,I,I,B,B,I,I,I,I,I,I,I,I,I,O,O,O,O,B,O,O,O,O,O,O,O,O"
5,101038srep36857,5 or 3 h .,"O,O,O,O,O"
6,101038srep36857,The vessel was removed after each time point from the oven and allowed to cool to room temperature .,"O,B,O,B,O,O,O,O,O,O,B,O,O,O,B,O,B,I,O"
7,101038srep36857,"The samples were rinsed in water and ethanol , sequentially and they were subsequently heat treated at 300 degC for 1 h prior to ion exchange in HCl .","O,B,O,B,O,B,O,B,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,B,I,O,B,O"
8,101038srep36857,To convert the sodium titanate nanowires to TiO2 the samples were immersed in 0 .,"O,B,O,B,I,B,O,B,O,B,O,B,O,O,O"
9,101038srep36857,"6 M HCl for 1 h , rinsed in water and ethanol , and finally heat treated at 600 degC for 2 h .","O,B,B,O,O,O,O,B,O,B,O,B,O,O,O,B,I,O,O,O,O,O,O,O"
0,101016jelecom201507001,10 .,"O,O"
1,101016jelecom201507001,1016/j .,"O,O"
2,101016jelecom201507001,elecom .,"O,O"
3,101016jelecom201507001,2015 .,"O,O"
4,101016jelecom201507001,07 .,"O,O"
5,101016jelecom201507001,001 Intrinsic electrochemical performance and precise control of surface porosity of graphene-modified electrodes using the drop-casting technique Graphite and other chemicals were obtained from Sigma-Aldrich and are of reagent grade or higher .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,B,O,B,O,B,O,O,O,B,I,O,O,O"
6,101016jelecom201507001,"In the production of graphene , the first step was the oxidation of graphite to graphite oxide using the modified-Hummers method as reported in the literature [24] and [25] .","O,O,O,O,B,O,O,O,O,O,O,B,O,B,O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O"
7,101016jelecom201507001,The graphite oxide was subsequently thermally exfoliated at 1000 degC to give reduced graphene based on our previous method [26] .,"O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
8,101016jelecom201507001,"Glassy carbon (GC ) electrodes (CH Instruments , USA ) of 3 mm diameter were used as the working electrode , and a platinum electrode as the auxiliary electrode .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,101016jelecom201507001,An Ag/AgCl electrode (1 M KCl ) was used as the reference .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
10,101016jelecom201507001,Graphene dispersions were prepared in DMF at concentrations ranging from 1 .,"B,O,O,B,O,B,O,O,O,O,O,O"
11,101016jelecom201507001,0 mg mL- 1 to 7 .,"O,B,I,I,O,O,O"
12,101016jelecom201507001,"0 mg mL- 1 , by ultrasonication for an initial 10 mins followed by 5 mins before each subsequent drop-casting event .","O,B,I,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
13,101016jelecom201507001,Deionised water with a resistivity of 18 .,"O,O,O,O,O,O,O,O"
14,101016jelecom201507001,2 MΩ cm was used throughout for preparation of solutions .,"O,O,O,O,O,O,O,O,O,O,O"
15,101016jelecom201507001,"Scanning electron microscopy was performed with a JSM-7600F field-emission scanning electron microscope (JEOL , Japan ) in gentle-beam mode at 2 kV .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
16,101016jelecom201507001,"Graphene was drop-casted onto silicon wafers (Graphene Supermarket , USA ) for imaging under conditions detailed in Section 3 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
17,101016jelecom201507001,2 .,"O,O"
0,101039c6ta03162e,10 .,"O,O"
1,101039c6ta03162e,"1039/c6ta03162e Super high-rate , long cycle life of europium-modified , carbon-coated , hierarchical mesoporous lithium-titanate anode materials for lithium ion batteries Europium doping hierarchical mesoporous Li4-x/2Ti5-x/2EuxO12@C microspheres were prepared by the co-precipitation method .","O,O,O,O,O,O,O,O,B,O,B,O,B,I,B,O,O,O,O,O,O,B,B,I,I,B,B,O,B,O,O,B,I,O"
2,101039c6ta03162e,"In a typical synthesis , 12 mL of tetrabutyl titanate and an appropriate amount of Eu ( NO3 ) 3*6H2O were added to anhydrous ethanol to form a faint yellow homogeneous solution A .","O,O,O,O,O,O,B,O,B,I,O,O,B,I,O,B,I,I,I,I,O,B,O,B,B,O,O,O,O,O,O,O,O,O"
3,101039c6ta03162e,"Then , 1 .","O,O,O,O"
4,101039c6ta03162e,208 g of LiOH*H2O were dissolved in deionized water to form solution B .,"O,B,O,B,O,B,O,B,B,O,O,B,I,O"
5,101039c6ta03162e,"Finally , solution B was slowly dropped into solution A with stirring .","O,O,B,I,O,O,B,O,B,I,O,B,O"
6,101039c6ta03162e,The yellow transparent solution gradually turned into a white suspension .,"O,O,O,O,O,O,O,O,O,O,O"
7,101039c6ta03162e,"The mixture was stirred for 4 h , dried at 80 degC overnight to fully remove the solvent , with subsequent heating to 600 degC for 5 h under 5 vol% N2/H2 atmosphere .","O,B,O,B,O,O,O,O,B,O,O,O,O,O,O,O,O,B,O,O,O,B,O,O,O,O,O,O,O,O,B,B,B,O"
8,101039c6ta03162e,Excess Li was used to compensate for volatilization of Li at high temperatures .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
9,101039c6ta03162e,"The Li4-x/2Ti5-x/2EuxO12@C (x = 0 , 0 .","O,O,O,O,O,O,O,O"
10,101039c6ta03162e,"002 , 0 .","O,O,O,O"
11,101039c6ta03162e,"004 , 0 .","O,O,O,O"
12,101039c6ta03162e,"006 , 0 .","O,O,O,O"
13,101039c6ta03162e,008 and 0 .,"O,O,O,O"
14,101039c6ta03162e,"01 ) samples were obtained and denoted as LTO1 , LTO2 , LTO3 , LTO4 , LTO5 and LTO6 , respectively .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,101103PhysRevB81205204,10 .,"O,O"
1,101103PhysRevB81205204,1103/PhysRevB .,"O,O"
2,101103PhysRevB81205204,81 .,"O,O"
3,101103PhysRevB81205204,205204 Valence band study of thermoelectric Zintl-phaseSrZn2Sb2andYbZn2Sb2: X-ray photoelectron spectroscopy and density functional theory Stoichiometric amounts of high-purity Zn (99 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,B,B,O,O"
4,101103PhysRevB81205204,"99% ) , Sb (99 .","B,O,O,B,O,O"
5,101103PhysRevB81205204,"999% ) , Yb (99 .","B,O,O,B,O,O"
6,101103PhysRevB81205204,"9% ) , and Sr (99 .","B,O,O,O,B,O,O"
7,101103PhysRevB81205204,"9% ) were combined in a pyrolitic BN crucible (within an argon dry box ) , which was sealed in a quartz tube evacuated to 1x10-5 torr .","B,O,O,B,O,O,B,I,B,O,O,B,B,I,O,O,O,O,B,O,O,B,I,B,O,O,O,O"
8,101103PhysRevB81205204,Note that the elemental purity implies the metal basis purity .,"O,O,O,O,O,O,O,O,O,O,O"
9,101103PhysRevB81205204,Samples were held at 1223 K for 30 min after a slow heating process .,"B,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
10,101103PhysRevB81205204,Cooling to 825 K took place over 2 .,"B,O,O,O,O,O,O,O,O"
11,101103PhysRevB81205204,"5 h , at which point a 2 .","O,O,O,O,O,O,O,O,O"
12,101103PhysRevB81205204,5 h anneal was employed .,"O,O,B,O,O,O"
13,101103PhysRevB81205204,The resulting ingot was ball milled for 15 min in the high-energy SPEX 8000 Series Mixer/Mill utilizing stainless steel vial and balls (all steps under argon ) .,"O,O,B,O,B,I,O,O,O,O,O,B,I,I,I,B,O,B,I,B,O,B,O,O,O,B,O,O"
14,101103PhysRevB81205204,Samples were consolidated via hot pressing at 823 K for ~3 h .,"B,O,B,O,B,I,O,O,O,O,O,O,O"
15,101103PhysRevB81205204,A high-density graphite die (POCO ) was employed and a force of roughly 1 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
16,101103PhysRevB81205204,4 t that was placed on a 12 mm diameter .,"O,O,O,O,O,O,O,O,O,O,O"
17,101103PhysRevB81205204,The consolidated pellets were sliced using nonaqueous lubricant and the resulting wafers were ~1-2 mm thick .,"O,O,B,O,B,O,B,B,O,O,O,B,O,O,B,B,O"
0,101002adma200903953,10 .,"O,O"
1,101002adma200903953,1002/adma .,"O,O"
2,101002adma200903953,200903953 High-Performance Oxygen-Permeable Membranes with an Asymmetric Structure Using Ba0 .,"O,O,B,I,O,O,O,O,O,B,I"
3,101002adma200903953,95La0 .,"I,I"
4,101002adma200903953,05FeO3-δ Perovskite-Type Oxide A porous BLF support was fabricated by an oxalate method 28 .,"I,B,I,O,B,B,O,O,B,O,O,O,O,B,O"
5,101002adma200903953,Ba (9 .,"B,O,O"
6,101002adma200903953,5 mmol ) and La (0 .,"O,B,O,O,B,O,O"
7,101002adma200903953,5 mmol ) acetates and Fe nitrate (10 mmol ) were first dissolved in water (100 mL ) .,"O,B,O,B,O,B,I,O,B,O,O,O,B,O,B,O,B,O,O"
8,101002adma200903953,The mixed metal salt solution was then added to ethanol (100 mL ) containing oxalic acid (90 mmol ) .,"O,B,B,I,B,O,O,B,O,B,O,B,O,O,B,I,O,B,O,O"
9,101002adma200903953,"The mixing produced a yellow-colored suspension , which was allowed to stand for 1 h .","O,B,B,O,B,B,O,O,O,B,O,B,O,O,O,O"
10,101002adma200903953,The use of ethanol was critical to the precipitation of the metal oxalates .,"O,B,O,B,O,O,O,O,B,O,O,B,I,O"
11,101002adma200903953,The suspension was filtrated to collect the precursor metal oxalate particles .,"O,B,O,B,O,B,O,B,B,I,B,O"
12,101002adma200903953,The obtained precursor powder was dried at 120 degC for 2 h and then calcined at 700 degC for 2 h .,"O,O,B,B,O,B,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O"
13,101002adma200903953,The calcined powder was press-formed into a disk to form a green porous support disk .,"O,B,B,O,B,O,O,B,O,B,O,B,I,I,B,O"
14,101002adma200903953,A BLF powder as the precursor of a dense layer was prepared by an AMP method 31 .,"O,B,B,O,O,O,O,O,O,O,O,B,O,O,B,I,I,O"
15,101002adma200903953,An aqueous malic acid solution (50 mL ) was added to a solution (50 mL ) containing the corresponding metal nitrates or acetates in a stoichiometric ratio under vigorous stirring .,"O,B,B,I,B,O,B,O,O,B,O,O,B,O,B,O,O,O,O,B,I,O,B,O,O,B,I,O,B,B,O"
16,101002adma200903953,The molar ratio of malic acid to total metal ions was set to 1 .,"O,B,I,O,B,I,O,O,B,I,O,B,O,O,O"
17,101002adma200903953,5 .,"O,O"
18,101002adma200903953,The pH of the mixed aqueous solution was adjusted to 6 with aqueous ammonia (28% ) .,"O,O,O,O,B,B,B,O,B,O,O,O,B,B,B,O,O"
19,101002adma200903953,The mixed solution was evaporated to dryness and the obtained powder was calcined in air at 800 degC .,"O,B,B,O,B,O,B,O,O,B,B,O,B,O,B,O,O,O,O"
20,101002adma200903953,The calcined powder was ground and dispersed in ethanol to prepare a precursor slurry (10 wt % ) for fabricating a dense layer on a porous support .,"O,B,B,O,B,O,B,O,B,O,B,O,B,B,O,B,I,O,O,B,O,O,O,O,O,O,O,O"
21,101002adma200903953,A dense BLF layer was formed by dropping the slurry (0 .,"O,B,B,O,O,B,O,B,O,B,O,O"
22,101002adma200903953,6 mL ) on the green porous support .,"O,B,O,O,O,B,I,B,O"
23,101002adma200903953,The support disk was dried at room temperature and sintered at 1175 degC for 5 h to fabricate an asymmetric BLF membrane .,"O,O,B,O,B,O,B,I,O,B,O,O,O,O,O,O,O,B,O,B,B,B,O"
24,101002adma200903953,"For comparison , sintered-disk-type BLF membranes were also fabricated using the BLF powder prepared by the AMP method .","O,O,O,B,B,B,O,O,B,O,O,B,B,O,O,O,O,O,O"
25,101002adma200903953,The thickness of the sintered-disk membranes was controlled to about 1 .,"O,B,O,O,B,B,O,B,O,O,O,O"
26,101002adma200903953,0 and 0 .,"O,O,O,O"
27,101002adma200903953,5 mm by polishing the surfaces with emery paper (# 80 ) .,"O,B,O,B,O,O,O,B,I,O,O,O,O"
28,101002adma200903953,"The morphology of the surface and cross-sections of the asymmetric membrane were observed with a SEM (JSM-6340F , JEOL Co .","O,B,O,O,O,O,O,O,O,B,B,O,B,O,O,B,B,I,I,I,I"
29,101002adma200903953,", LTD . )","I,I,I,O"
30,101002adma200903953,.,O
31,101002adma200903953,The oxygen permeation flux through the fabricated asymmetric membrane was measured using the apparatus used in the previous study 18 .,"O,O,O,O,O,O,B,B,B,O,B,O,O,B,O,O,O,O,O,O,O"
32,101002adma200903953,The dense layer side of the asymmetric membrane was fixed on a quartz tube using a silver ring as an adhesive agent at 960-970 degC .,"O,O,O,O,O,O,B,B,O,B,O,O,B,B,O,O,O,O,O,O,O,O,O,O,O,O"
33,101002adma200903953,"Air (O2/N2 mixture gases ) and He were supplied to the porous support side and dense layer side , respectively .","B,B,B,O,O,O,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
34,101002adma200903953,"The flow rates of air (O2/N2 mixture gases ) and He were 200 and 150 mL min-1 , respectively .","O,B,I,O,B,B,O,O,O,O,B,O,O,O,O,O,O,O,O,O"
35,101002adma200903953,The concentration of permeated oxygen from the air side to the He side was detected with a thermal conductivity detector (TCD ) of a gas chromatograph directly connected to the effluent line of the dense layer side .,"O,O,O,O,B,O,O,B,O,O,O,B,O,O,B,O,O,O,B,I,I,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
0,101039c5tc04364f,10 .,"O,O"
1,101039c5tc04364f,"1039/c5tc04364f A robust , gravure-printed , silver nanowire/metal oxide hybrid electrode for high-throughput patterned transparent conductors Ag NWs dispersed in ethanol were purchased from Blue Nano Inc .","O,O,O,O,B,O,B,I,I,B,I,O,O,O,O,O,B,I,B,O,B,O,B,O,B,I,I,I"
2,101039c5tc04364f,"(average diameter D = 33 nm , average length = 14 μm ) .","B,I,O,O,O,B,O,B,I,O,O,B,O,O"
3,101039c5tc04364f,Glass substrates (1 mm thick ) were obtained from VWR Scientific .,"B,B,O,B,B,O,O,B,O,B,I,I"
4,101039c5tc04364f,Planarized polyethylene naphthalate substrates (PEN ) were provided by Dupont Teijin Films .,"B,I,I,B,B,O,O,B,O,B,I,I,I"
5,101039c5tc04364f,All solvents and sol-gel precursors were obtained from Sigma Aldrich .,"O,B,O,B,B,O,B,O,B,I,O"
6,101039c5tc04364f,"IZO/Ag NW composite inks were prepared from a mixture of Ag NWs dispersed in ethanol and IZO sol-gel precursors (Indium Acetate , 99 .","B,I,B,I,O,B,O,O,B,O,B,I,B,O,B,O,B,B,I,B,I,O,O,O"
7,101039c5tc04364f,"99% , Zinc Acetate dehydrate , 99 .","B,O,B,I,I,O,O,O"
8,101039c5tc04364f,99% ) dissolved in a 2:1 mixture (volume ratio ) of 2-methoxyethanol and monoethanolamine .,"B,O,B,O,O,O,B,B,I,O,O,B,O,B,O"
9,101039c5tc04364f,"The sol-gel precursor ink was sonicated for 1 hour until complete dissolution occurred , and the solution was subsequently filtered through a 0 .","O,B,B,B,O,B,O,O,O,O,B,B,O,O,O,O,B,O,O,B,O,O,O,O"
10,101039c5tc04364f,2 μm PTFE filter before mixing with the Ag NW dispersion .,"O,B,B,B,O,B,O,O,B,I,B,O"
11,101039c5tc04364f,"During storage in a dry environment , the ink remained stably dispersed for more than one month .","O,O,O,O,O,O,O,O,B,B,B,B,O,O,O,O,O,O"
0,101016jtsf201309083,10 .,"O,O"
1,101016jtsf201309083,1016/j .,"O,O"
2,101016jtsf201309083,tsf .,"O,O"
3,101016jtsf201309083,2013 .,"O,O"
4,101016jtsf201309083,09 .,"O,O"
5,101016jtsf201309083,083 Vertical MgZnO Schottky ultraviolet photodetector with Al doped MgZnO transparent electrode The MgZnO:Al thin film was grown on a commercial c-plane sapphire substrate by using radio frequency (RF ) magnetron sputtering technique .,"O,O,B,O,O,O,O,B,I,B,O,O,O,B,B,I,O,B,O,O,O,B,B,B,O,O,B,I,I,I,I,I,I,O"
6,101016jtsf201309083,A ceramic target with 45 wt .,"O,B,I,O,O,B,I"
7,101016jtsf201309083,"% MgO , 54 .","I,B,O,O,O"
8,101016jtsf201309083,81 wt .,"O,B,I"
9,101016jtsf201309083,% ZnO and 0 .,"I,B,O,O,O"
10,101016jtsf201309083,19 wt .,"O,B,I"
11,101016jtsf201309083,% Al2O3 was used .,"I,B,O,B,O"
12,101016jtsf201309083,The ceramic target was made by the Northeast Normal University .,"O,B,I,O,B,O,O,B,I,I,O"
13,101016jtsf201309083,The sputtering rate is about 5 nm/min and the chamber pressure was maintained at 1 .,"O,B,I,O,O,O,O,O,O,B,I,O,B,O,O,O"
14,101016jtsf201309083,8 Pa .,"O,O,O"
15,101016jtsf201309083,Oxygen with 20 sccm flow rate and argon with 40 sccm flow rate were used as the sputtering gas .,"B,O,O,B,O,O,O,B,O,O,B,O,O,O,B,O,O,O,O,O"
16,101016jtsf201309083,Growth temperature was 400 degC and the RF power was 90 W .,"B,I,O,O,O,O,O,B,I,O,O,O,O"
17,101016jtsf201309083,The thickness of the as-grown film was 300 nm .,"O,B,O,O,B,I,O,O,B,O"
18,101016jtsf201309083,"Then the as-grown MgZnO:Al films were vacuum annealed for 1 h in different temperatures to reduce the resistivity of the MgZnO:Al thin film , in order to meet the requirement of the device .","O,O,O,B,B,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,101016jjpowsour201205003,10 .,"O,O"
1,101016jjpowsour201205003,1016/j .,"O,O"
2,101016jjpowsour201205003,jpowsour .,"O,O"
3,101016jjpowsour201205003,2012 .,"O,O"
4,101016jjpowsour201205003,05 .,"O,O"
5,101016jjpowsour201205003,003 SnO2 nanospheres supported Pd catalyst with enhanced performance for formic acid oxidation K2SnO3*3H2O (99 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
6,101016jjpowsour201205003,"9% ) , glucose (99% ) and Na2PdCl4 (Pd 36 .","O,O,O,O,O,O,O,O,O,O,O"
7,101016jjpowsour201205003,4% ) were purchased from Aladdin Chemistry Co .,"O,O,O,O,O,O,O,O,O"
8,101016jjpowsour201205003,", Ltd .","O,O,O"
9,101016jjpowsour201205003,Vulcan XC-72 carbon black was purchased from Cabot Corporation .,"O,O,O,O,O,O,O,O,O,O"
10,101016jjpowsour201205003,NaBH4 (98% ) were purchased from Sinopharm Chemical Reagent Co .,"O,O,O,O,O,O,O,O,O,O,O"
11,101016jjpowsour201205003,", Ltd .","O,O,O"
12,101016jjpowsour201205003,"Pd/C (20% Pd on carbon , Johnson Matthey ) was purchased from Alfa Aesar .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
13,101016jjpowsour201205003,Nafion (5 wt .,"O,O,O,O"
14,101016jjpowsour201205003,% ) was purchased from Sigam-Aldrich .,"O,O,O,O,O,O,O"
15,101016jjpowsour201205003,Water used throughout all experiments was purified with the Millipore system .,"O,O,O,O,O,O,O,O,O,O,O,O"
16,101016jjpowsour201205003,The SnO2 nanospheres were synthesized by hydrothermal reaction of K2SnO3 in an aqueous glucose solution followed by calcination at 400 degC in air [18] .,"O,B,B,O,B,O,B,I,O,B,O,O,B,B,B,B,O,B,O,O,O,O,B,B,O"
17,101016jjpowsour201205003,The SnO2 supported Pd catalyst was prepared through reduction of Na2PdCl4 with NaBH4 .,"O,B,B,B,B,O,B,O,B,O,B,O,B,O"
18,101016jjpowsour201205003,"In a typical procedure , 50 mg of SnO2 was dispersed in 50 mL of water by sonication .","O,O,O,O,O,O,B,O,B,O,B,O,O,B,O,B,O,B,O"
19,101016jjpowsour201205003,"Then , 2 mL of Na2PdCl4 solution (0 .","O,O,O,B,O,B,B,O,O"
20,101016jjpowsour201205003,"06 mM ) was added , and the mixture was stirred for 1 h .","O,B,O,O,B,O,O,O,B,O,B,O,O,O,O"
21,101016jjpowsour201205003,A freshly prepared 10 mL of NaBH4 solution (0 .,"O,O,O,O,B,O,B,B,O,O"
22,101016jjpowsour201205003,"1 M ) was added to the solution at 0 degC , followed by stirring at room temperature overnight .","O,B,O,O,B,O,O,B,O,O,O,O,B,O,B,O,B,I,B,O"
23,101016jjpowsour201205003,"Finally , it was filtered , washed with water and ethanol , and vacuum-dried at 70 degC for 6 h .","O,O,O,O,B,O,B,O,B,O,B,O,O,B,O,O,O,O,O,O,O"
24,101016jjpowsour201205003,The as-prepared product was denoted as Pd/SnO2-S .,"O,O,O,O,O,O,O,O"
25,101016jjpowsour201205003,"For comparison , the commercial SnO2 nanopowder and Vulcan XC-72 carbon black supported Pd catalyst with same Pd loading was prepared by the above procedure , which were denoted as Pd/SnO2-P and Pd/XC-72 , respectively .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,101002pssa201127501,10 .,"O,O"
1,101002pssa201127501,1002/pssa .,"O,O"
2,101002pssa201127501,201127501 Enhanced thermoelectric performance of Ag0 .,"O,O,B,O,O,B,I"
3,101002pssa201127501,8Pb18SbTe20 alloyed with Se The Ag0 .,"I,B,I,I,O,B,I"
4,101002pssa201127501,8Pb18SbTe20-xSex samples were prepared with tellurium (99 .,"I,B,O,B,O,B,O,O"
5,101002pssa201127501,"999% purity ) , lead (99 .","B,B,O,O,B,O,O"
6,101002pssa201127501,"9% ) , antimony (99 .","B,O,O,B,O,O"
7,101002pssa201127501,"999% ) , silver (99 .","B,O,O,B,O,O"
8,101002pssa201127501,"9% ) , and selenium (99 .","B,O,O,O,B,O,O"
9,101002pssa201127501,"95% ) powders as sources , which were weighed according to the stoichiometric ratio .","B,O,B,O,B,O,O,O,B,O,O,O,B,I,O"
10,101002pssa201127501,"After being uniformly mixed in an agate mortar under argon protection inside a glove box , the mixtures were pressed into a disk with diameter of 10 mm and height of 4 mm .","O,O,O,B,O,O,B,B,O,B,B,O,O,B,I,O,O,B,O,B,O,O,B,O,B,O,O,B,O,B,O,O,B,O"
11,101002pssa201127501,The pole-shaped samples were assembled for high-pressure synthesis .,"O,B,B,O,B,O,B,I,O"
12,101002pssa201127501,The Ag0 .,"O,B,I"
